Alle Ereignislogmeldungen.
Datum:	2015-05-19 11:07:03
Systemname:	140-102896-2
Name der Steuerung:	192.168.1.2
Steuerungs-ID	140-102896

RobotWare:	5.61.2008
Key:	Pq4444ku65W-4444456a4iW4x#NdR58YwKVvA
Optionen:	
	RW Control module key
	RobotWare OS and English
	644-2 German
	709-x DeviceNet
		709-1 DeviceNet m/s
		840-2 PROFIBUS Fieldbus Adapter
		608-1 World Zones
		611-1 Path Recovery
		616-1 PC Interface
		617-1 FlexPendant Interface
		623-1 Multitasking

DriveModule1
Key:	jw2gFKxwee5
Optionen:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 140
			140T-6/0.8
			Drive System 09 120/140/1400/260
				No additional drive



Allgemeine Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
7723      	E   	Bewegung            	50050   	Position außer Reichweite               	2015-05-19 10:41:34 	Position für ROB_1 Achse 3 ist außerhalb des Arbeitsbereichs. Achse 1-6: Nummer der Achse, die den Fehler verursacht.Achse 23: Eine Kombination der Achsen 2 und 3 verursacht den Fehler.	{args: "3", "ROB_1"}
7724      	I   	Betriebszustand     	10020   	Status Abarbeitungsfehler               	2015-05-19 10:41:34 	Die Programmabarbeitung in Task T_ROB1 wurde wegen eines plötzlichen Fehlers gestoppt.	{args: "1", "T_ROB1"}
7725      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 10:41:34 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7726      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:41:56 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7727      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:42:01 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7728      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:42:02 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7729      	E   	Betriebszustand     	10097   	Neustart nicht möglich                  	2015-05-19 10:42:38 	Task T_ROB1 ist blockiert und das Programm kann daher nicht von der aktuellen Programmposition neu gestartet werden.	{args: "T_ROB1"}
7730      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:42:40 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7731      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:42:46 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7732      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:42:47 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7733      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 10:42:48 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7734      	I   	Betriebszustand     	10021   	Rücksetzen Abarbeitungsfehler           	2015-05-19 10:42:48 	Die Programmabarbeitung in Task T_ROB1 führte zu einem plötzlichen Fehler. 	{args: "1", "T_ROB1"}
7735      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:42:49 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7736      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:42:50 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7737      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:43:21 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7738      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 10:43:23 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7739      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:43:29 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7740      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:43:30 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7741      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 10:43:31 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7742      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 10:43:31 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7743      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-19 10:43:31 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7744      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:43:49 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7745      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 10:43:49 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7746      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:43:49 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7747      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:43:50 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7748      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 10:43:59 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7749      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 10:43:59 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7750      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-19 10:43:59 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7751      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:44:19 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7752      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 10:44:20 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7753      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 10:44:22 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7754      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:44:28 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7755      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:44:29 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7756      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 10:44:37 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7757      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 10:44:37 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7758      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-19 10:44:37 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7759      	E   	Bewegung            	50050   	Position außer Reichweite               	2015-05-19 10:45:09 	Position für ROB_1 Achse 3 ist außerhalb des Arbeitsbereichs. Achse 1-6: Nummer der Achse, die den Fehler verursacht.Achse 23: Eine Kombination der Achsen 2 und 3 verursacht den Fehler.	{args: "3", "ROB_1"}
7760      	I   	Betriebszustand     	10020   	Status Abarbeitungsfehler               	2015-05-19 10:45:09 	Die Programmabarbeitung in Task T_ROB1 wurde wegen eines plötzlichen Fehlers gestoppt.	{args: "1", "T_ROB1"}
7761      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 10:45:09 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7762      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:45:25 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7763      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:50:31 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7764      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:50:31 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7765      	E   	Betriebszustand     	10097   	Neustart nicht möglich                  	2015-05-19 10:50:34 	Task T_ROB1 ist blockiert und das Programm kann daher nicht von der aktuellen Programmposition neu gestartet werden.	{args: "T_ROB1"}
7766      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:50:49 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7767      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 10:51:57 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7768      	I   	Betriebszustand     	10021   	Rücksetzen Abarbeitungsfehler           	2015-05-19 10:51:57 	Die Programmabarbeitung in Task T_ROB1 führte zu einem plötzlichen Fehler. 	{args: "1", "T_ROB1"}
7769      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:51:59 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7770      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:52:00 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7771      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 10:52:14 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7772      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 10:52:14 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7773      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-19 10:52:14 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7774      	E   	Bewegung            	50050   	Position außer Reichweite               	2015-05-19 10:52:45 	Position für ROB_1 Achse 3 ist außerhalb des Arbeitsbereichs. Achse 1-6: Nummer der Achse, die den Fehler verursacht.Achse 23: Eine Kombination der Achsen 2 und 3 verursacht den Fehler.	{args: "3", "ROB_1"}
7775      	I   	Betriebszustand     	10020   	Status Abarbeitungsfehler               	2015-05-19 10:52:45 	Die Programmabarbeitung in Task T_ROB1 wurde wegen eines plötzlichen Fehlers gestoppt.	{args: "1", "T_ROB1"}
7776      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 10:52:45 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7777      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:53:27 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7778      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:54:44 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7779      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:54:45 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7780      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:55:16 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7781      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:55:25 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7782      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:55:26 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7783      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:55:38 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7784      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:55:43 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7785      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:55:43 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7786      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:58:11 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7787      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:58:15 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7788      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:58:15 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7789      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 10:58:27 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7790      	I   	Betriebszustand     	10021   	Rücksetzen Abarbeitungsfehler           	2015-05-19 10:58:27 	Die Programmabarbeitung in Task T_ROB1 führte zu einem plötzlichen Fehler. 	{args: "1", "T_ROB1"}
7791      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 10:58:47 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7792      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 10:58:47 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7793      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-19 10:58:47 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7794      	E   	Bewegung            	50050   	Position außer Reichweite               	2015-05-19 10:59:19 	Position für ROB_1 Achse 3 ist außerhalb des Arbeitsbereichs. Achse 1-6: Nummer der Achse, die den Fehler verursacht.Achse 23: Eine Kombination der Achsen 2 und 3 verursacht den Fehler.	{args: "3", "ROB_1"}
7795      	I   	Betriebszustand     	10020   	Status Abarbeitungsfehler               	2015-05-19 10:59:19 	Die Programmabarbeitung in Task T_ROB1 wurde wegen eines plötzlichen Fehlers gestoppt.	{args: "1", "T_ROB1"}
7796      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 10:59:20 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7797      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 11:00:24 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7798      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 11:05:08 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7799      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 11:05:08 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7800      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 11:06:22 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7801      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 11:06:38 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7802      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 11:06:39 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7803      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 11:06:43 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }

Betriebszustand Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
7783      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:55:38 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7784      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:55:43 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7785      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:55:43 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7786      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 10:58:11 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7787      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 10:58:15 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7788      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 10:58:15 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7789      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 10:58:27 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7790      	I   	Betriebszustand     	10021   	Rücksetzen Abarbeitungsfehler           	2015-05-19 10:58:27 	Die Programmabarbeitung in Task T_ROB1 führte zu einem plötzlichen Fehler. 	{args: "1", "T_ROB1"}
7791      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 10:58:47 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7792      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 10:58:47 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7793      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-19 10:58:47 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7795      	I   	Betriebszustand     	10020   	Status Abarbeitungsfehler               	2015-05-19 10:59:19 	Die Programmabarbeitung in Task T_ROB1 wurde wegen eines plötzlichen Fehlers gestoppt.	{args: "1", "T_ROB1"}
7796      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 10:59:20 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7797      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 11:00:24 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7798      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 11:05:08 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7799      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 11:05:08 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7800      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 11:06:22 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7801      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 11:06:38 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7802      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 11:06:39 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7803      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 11:06:43 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }

System Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
6670      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-11 10:22:07 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6769      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-11 14:24:48 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6801      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-11 16:08:44 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6824      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-11 18:26:09 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
